01, 73734435243, 20230725141448, 20230725142110
02, 73160252296, 20231107161026, 20231107161906
01, 71911814507, 20230207153216, 20230207154350
01, 75247690175, 20231109001045, 20231109002013
01, 71768318906, 20230322031256, 20230322032359
02, 75211122285, 20230205192910, 20230205193504
01, 73701439070, 20230625232038, 20230625232430
02, 70316539333, 20230916123050, 20230916123131
01, 79270106185, 20230330212146, 20230330213159
02, 74902968554, 20230418142104, 20230418143152
02, 72171063492, 20230128171930, 20230128172611
01, 70444108455, 20230911025622, 20230911030314
02, 77297341128, 20230504202614, 20230504203237
02, 73204411037, 20230924133140, 20230924133150
01, 78676690462, 20230201090547, 20230201090749
01, 71189642266, 20230219151027, 20230219151257
01, 72528648007, 20230613211633, 20230613212219
01, 76358195286, 20230905152236, 20230905153120
02, 79424560076, 20230704191025, 20230704191559
02, 79033857189, 20230823184320, 20230823185217
02, 70785395867, 20230804040132, 20230804040426
02, 71330874515, 20230410110936, 20230410111855
02, 70929975315, 20230217211853, 20230217212907
02, 77765890820, 20231201223337, 20231201224526
02, 75142043552, 20230719115629, 20230719115837
02, 70929975315, 20230905214353, 20230905214722
02, 71185144035, 20230828175356, 20230828175637
02, 71604073980, 20230625202357, 20230625203322
01, 74611065001, 20231203013210, 20231203014015
01, 72224834455, 20230427163335, 20230427164048
02, 71346436755, 20230215090609, 20230215091320
01, 72802981027, 20230304100656, 20230304101637
02, 74827479487, 20230512040826, 20230512041353
01, 78615436867, 20230519022819, 20230519023017
02, 71221632781, 20230826091455, 20230826091943
02, 72625557280, 20230420070238, 20230420070657
01, 79795246428, 20230828091022, 20230828091214
01, 79370616276, 20230331030226, 20230331030305
01, 71189642266, 20230531092100, 20230531092810
02, 74138965066, 20230107205711, 20230107210138
02, 75694568499, 20230829235622, 20230830000204
01, 76933291228, 20230907074505, 20230907075405
01, 74981937181, 20230602011037, 20230602011219
01, 74450529252, 20230310210925, 20230310211929
02, 79649529883, 20230819005626, 20230819010659
02, 71398574126, 20230527165300, 20230527165300
02, 77322689776, 20231211192513, 20231211193610
02, 78595661068, 20231109070129, 20231109071211
02, 75552087001, 20230307003810, 20230307004205
01, 72627619974, 20230114134520, 20230114135314
02, 75200007719, 20230628133130, 20230628134227
02, 74048483799, 20231002013959, 20231002015006
02, 77163772971, 20230602052127, 20230602052724
02, 78253743119, 20230921152245, 20230921152401
02, 74153631225, 20231214134440, 20231214134856
01, 73690041419, 20231121202950, 20231121203403
01, 77874150350, 20230221221549, 20230221222218
02, 75061486610, 20231228152005, 20231228152406
01, 70955924869, 20230722123850, 20230722124648
01, 71120020415, 20230927195934, 20230927200632
02, 75186787514, 20230318050047, 20230318050903
02, 75735603969, 20230414010659, 20230414010805
01, 71764320039, 20230318054715, 20230318055657
02, 79656811461, 20231126122318, 20231126123413
02, 71497133397, 20230107132207, 20230107132625
01, 79279144124, 20230620130122, 20230620130803
02, 78881839329, 20230829114610, 20230829115553
02, 74997487469, 20230629050627, 20230629051716
01, 79371446035, 20230607040015, 20230607040446
02, 72518512372, 20230716170652, 20230716171147
02, 79270106185, 20231116235131, 20231116235321
02, 73077990314, 20230331082336, 20230331082557
01, 73543805236, 20230620111857, 20230620112233
02, 72512887754, 20230321172424, 20230321172538
01, 78313118027, 20230307165453, 20230307170102
01, 79370616276, 20230720163440, 20230720164511
02, 77594221092, 20230323020613, 20230323021323
02, 76999537006, 20230521001017, 20230521001045
02, 76455949552, 20230430175547, 20230430180032
01, 74547931264, 20231012033228, 20231012033444
02, 77784092860, 20230627220343, 20230627220650
02, 76245934230, 20230824055618, 20230824060019
02, 74902968554, 20230823001820, 20230823002944
01, 73016719787, 20230106154702, 20230106155821
01, 70316539333, 20230804045326, 20230804045645
01, 70633899660, 20231002232504, 20231002233701
01, 74433797306, 20230510102331, 20230510103112
01, 75674638062, 20230915051119, 20230915051659
01, 73456073457, 20230316033744, 20230316033946
02, 74433797306, 20231202092431, 20231202093240
02, 74114953110, 20230916081740, 20230916082459
02, 73543805236, 20231024023739, 20231024024639
02, 70350981555, 20230326220004, 20230326221141
02, 77702932757, 20230808161802, 20230808161939
01, 72140225808, 20230314214614, 20230314215539
01, 70716326719, 20230912094041, 20230912094849
01, 70939993515, 20230628001902, 20230628002537
01, 70740897500, 20230802175715, 20230802175736
01, 77199806663, 20230812060311, 20230812061210
02, 71567608278, 20231107181100, 20231107181822
01, 70963345369, 20230121063804, 20230121063917
01, 71979495499, 20231220120953, 20231220121409
02, 71206005650, 20230816095516, 20230816100623
01, 71364553758, 20231217235917, 20231218000909
02, 70684543612, 20230113011232, 20230113012051
01, 70113022764, 20231219125718, 20231219130435
02, 70322574944, 20231027004851, 20231027005053
01, 78320622189, 20230923022435, 20230923022936
01, 71768318906, 20231124193615, 20231124194229
01, 72805670724, 20230919131417, 20230919131734
01, 70549903441, 20230820205839, 20230820210348
02, 77901173368, 20230720103910, 20230720104421
01, 74559894797, 20230918061246, 20230918062130
02, 79004847794, 20230412054929, 20230412055349
02, 71497133397, 20230904185824, 20230904190953
01, 75358115156, 20230329043653, 20230329043916
02, 76132690736, 20230816165252, 20230816165922
01, 75042387422, 20230315051918, 20230315052826
01, 76662774261, 20231004183624, 20231004184023
02, 79812837024, 20230526182545, 20230526182854
01, 78320622189, 20230815022342, 20230815023502
01, 74765430210, 20230830054328, 20230830054735
02, 71398574126, 20231030192208, 20231030192932
02, 73555501427, 20230129151100, 20230129151708
02, 79649529883, 20230414135108, 20230414135130
02, 70939993515, 20230418204127, 20230418204547
01, 73518109399, 20230213175434, 20230213175637
02, 72887895631, 20230529091855, 20230529092344
02, 79497844371, 20231222120701, 20231222121850
02, 78253743119, 20230111224302, 20230111224621
02, 78635419430, 20230322010201, 20230322010410
02, 70735729878, 20230920233233, 20230920233421
02, 76726362057, 20230501060811, 20230501060819
01, 75757240736, 20230523120703, 20230523120951
01, 74826810701, 20230422164521, 20230422165705
01, 70607662098, 20230722011958, 20230722012557
01, 70736701073, 20230521104637, 20230521105334
01, 70802931455, 20231021170145, 20231021170416
01, 70765625079, 20230522231501, 20230522232431
02, 73098498250, 20230513041934, 20230513042642
01, 79627452283, 20230523092537, 20230523092759
02, 76014667935, 20230515165239, 20230515165918
01, 74927293189, 20230329181507, 20230329181758
